subID,expID,onset,offset,category,trialsID,instanceID,individual_prop_1,individual_prop_2,individual_prop_3,individual_prop_4,individual_prop_5,individual_prop_6,individual_prop_7,individual_prop_8,individual_prop_9,individual_prop_10,individual_prop_11,individual_prop_12,individual_prop_13,individual_prop_14,individual_prop_15,individual_prop_16,individual_prop_17,individual_prop_18,targetGaze
18511,185,226.55,228.8,18,1,80,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70578,0.0,0.0,0.0,0.14311,0.0,0.0,0.0,0.0
18511,185,231.25,233.5,17,1,81,0.0,0.0,0.17689,0.0,0.52444,0.0,0.0,0.0,0.0,0.0,0.0,0.16933,0.0,0.0,0.0,0.0,0.097778,0.0,0.097778
18511,185,233.5,235.75,12,1,82,0.0,0.0,0.0,0.0,0.48711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36222,0.0,0.0
18511,185,235.75,238.0,5,1,83,0.0,0.0,0.40756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.41556,0.0,0.0
18511,185,238.0,240.25,3,1,84,0.0,0.0,0.78933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071556,0.0,0.0,0.0,0.0,0.11333,0.0,0.78933
18511,185,242.7,244.95,1,1,85,0.26444,0.0,0.0,0.0,0.0,0.0,0.19511,0.17733,0.0,0.0,0.0,0.0,0.31911,0.0,0.0,0.0,0.0,0.0,0.26444
18511,185,244.95,247.2,7,1,86,0.19689,0.0,0.0,0.0,0.0,0.0,0.32444,0.116,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.0,0.32444
18511,185,247.2,249.45,8,1,87,0.0,0.0,0.0,0.0,0.0,0.0,0.12933,0.52267,0.0,0.0,0.0,0.0,0.24978,0.0,0.0,0.0,0.0,0.0,0.52267
18511,185,249.45,251.7,13,1,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31067,0.0,0.0,0.0,0.0,0.68889,0.0,0.0,0.0,0.0,0.0,0.68889
18511,185,254.15,256.4,4,1,89,0.0,0.0,0.0,0.368,0.0,0.0,0.0,0.0,0.0,0.0,0.224,0.0,0.0,0.38178,0.0,0.0,0.0,0.0,0.368
