subID,expID,object,learned,pretrained,i1_curr_targetObj,i1_curr_targetProp,i1_curr_distObj_1,i1_curr_distProp_1,i1_curr_distObj_2,i1_curr_distProp_2,i1_curr_distObj_3,i1_curr_distProp_3,i1_prev_target,i1_prev_dist_1,i1_prev_dist_2,i1_prev_dist_3,i2_curr_targetObj,i2_curr_targetProp,i2_curr_distObj_1,i2_curr_distProp_1,i2_curr_distObj_2,i2_curr_distProp_2,i2_curr_distObj_3,i2_curr_distProp_3,i2_prev_target,i2_prev_dist_1,i2_prev_dist_2,i2_prev_dist_3,i3_curr_targetObj,i3_curr_targetProp,i3_curr_distObj_1,i3_curr_distProp_1,i3_curr_distObj_2,i3_curr_distProp_2,i3_curr_distObj_3,i3_curr_distProp_3,i3_prev_target,i3_prev_dist_1,i3_prev_dist_2,i3_prev_dist_3,i4_curr_targetObj,i4_curr_targetProp,i4_curr_distObj_1,i4_curr_distProp_1,i4_curr_distObj_2,i4_curr_distProp_2,i4_curr_distObj_3,i4_curr_distProp_3,i4_prev_target,i4_prev_dist_1,i4_prev_dist_2,i4_prev_dist_3,i5_curr_targetObj,i5_curr_targetProp,i5_curr_distObj_1,i5_curr_distProp_1,i5_curr_distObj_2,i5_curr_distProp_2,i5_curr_distObj_3,i5_curr_distProp_3,i5_prev_target,i5_prev_dist_1,i5_prev_dist_2,i5_prev_dist_3,i6_curr_targetObj,i6_curr_targetProp,i6_curr_distObj_1,i6_curr_distProp_1,i6_curr_distObj_2,i6_curr_distProp_2,i6_curr_distObj_3,i6_curr_distProp_3,i6_prev_target,i6_prev_dist_1,i6_prev_dist_2,i6_prev_dist_3
18539,185,15,0,0,15,0.0,14,0.49689,3,0.25689,6,0.0,0,0,0,0,15,0.0,8,0.94711,18,0.0,16,0.0,2,18,8,-1,15,0.0,10,0.77733,11,0.10622,5,0.0,-1,16,-1,8,15,0.22133,12,0.40089,6,0.13378,9,0.0,12,10,6,16,15,0.0,4,0.85778,1,0.14222,16,0.0,-1,-1,13,-1,15,0.096444,18,0.34444,11,0.21956,1,0.0,8,-1,4,16
18539,185,16,0,0,16,0.0,1,0.88133,17,0.10978,9,0.0,0,0,0,0,16,0.0,8,0.54222,11,0.44933,2,0.0,0,0,1,-1,16,0.104,18,0.53156,8,0.12044,15,0.0,18,2,8,-1,16,0.20444,13,0.53067,3,0.11556,9,0.0,3,18,3,-1,16,0.13289,1,0.43689,4,0.30578,15,0.10667,-1,-1,13,-1,16,0.0,8,0.68889,6,0.053333,10,0.0,1,9,-1,15
18539,185,17,0,0,17,0.050222,16,0.40089,1,0.39111,9,0.0,0,0,0,0,17,0.0,10,0.99289,9,0.0071111,18,0.0,6,9,18,-1,17,0.0,4,0.84178,7,0.12667,5,0.0,-1,5,10,2,17,0.073333,2,0.292,14,0.25422,9,0.10622,8,14,-1,4,17,0.18178,3,0.18622,12,0.124,5,0.0,3,-1,12,-1,17,0.25644,11,0.452,7,0.079556,8,0.017333,4,-1,-1,-1
18539,185,18,0,0,18,0.97689,12,0.0,6,0.0,13,0.0,0,0,0,0,18,0.80311,17,0.19689,9,0.0,10,0.0,18,-1,9,6,18,0.0,15,0.69511,8,0.15422,16,0.124,18,-1,2,8,18,0.14133,8,0.516,14,0.16578,1,0.15956,8,15,13,15,18,1.0,1,0.0,11,0.0,15,0.0,8,16,-1,4,18,0.40711,3,0.56267,13,0.0,10,0.0,18,-1,8,16
18540,185,1,0,0,1,0.82267,17,0.08,9,0.070667,16,0.0,0,0,0,0,1,0.0,12,0.63822,3,0.34489,13,0.0,1,12,3,18,1,0.29378,8,0.68844,14,0.0,18,0.0,8,12,15,18,1,0.53022,16,0.24978,4,0.0,15,0.0,8,13,4,12,1,0.59467,18,0.20267,15,0.14,11,0.0,1,1,-1,13,1,0.79867,13,0.13289,7,0.0,8,0.0,1,5,12,14
18540,185,2,1,0,2,0.30133,10,0.33022,7,0.20178,5,0.048444,0,0,0,0,2,0.0,6,0.50089,4,0.28356,10,0.18933,18,6,10,-1,2,0.0,11,0.79289,8,0.19822,16,0.0,0,0,1,6,2,0.098222,9,0.76889,14,0.0,17,0.0,15,11,7,7,2,0.53244,11,0.35111,5,0.0,13,0.0,9,-1,5,16,2,0.0,9,1.0,4,0.0,12,0.0,2,-1,-1,12
18540,185,3,1,0,3,0.69556,6,0.27778,14,0.0,4,0.0,0,0,0,0,3,0.11867,1,0.49511,12,0.0,13,0.0,3,1,12,18,3,0.0,6,0.80667,14,0.17556,15,0.0,10,4,0,-1,3,0.16978,9,0.0,13,0.0,16,0.0,6,10,12,15,3,0.97644,12,0.0057778,17,0.0,5,0.0,-1,-1,2,-1,3,0.024444,18,0.708,13,0.17556,10,0.0,3,1,8,10
18540,185,4,0,0,4,0.0,6,0.99867,14,0.0,3,0.0,0,0,0,0,4,0.24978,10,0.29111,2,0.27467,6,0.0,10,-1,6,18,4,1.0,17,0.0,5,0.0,7,0.0,-1,18,-1,5,4,0.31422,15,0.47867,1,0.18978,16,0.0,4,12,8,13,4,0.0,14,0.30222,11,0.088889,7,0.0,17,15,-1,13,4,0.0,2,0.66489,9,0.28889,12,0.0,2,-1,-1,12
18540,185,5,0,0,5,0.052889,2,0.372,10,0.31022,7,0.23022,0,0,0,0,5,0.0,17,0.80267,7,0.18889,4,0.0,5,18,-1,-1,5,0.144,12,0.83822,7,0.0,14,0.0,13,17,17,-1,5,1.0,10,0.0,15,0.0,11,0.0,12,9,-1,16,5,0.30933,11,0.17689,2,0.070222,13,0.0,5,-1,9,16,5,0.0,12,1.0,17,0.0,3,0.0,-1,2,-1,-1
18540,185,6,0,0,6,0.15956,4,0.62133,3,0.20044,14,0.0,0,0,0,0,6,0.328,18,0.59111,12,0.0,13,0.0,0,4,0,0,6,0.45867,10,0.52356,4,0.0,2,0.0,6,10,18,-1,6,0.0,3,0.85156,15,0.14,14,0.0,-1,0,10,4,6,0.34222,12,0.46267,15,0.13022,9,0.0,5,3,11,16,6,0.97733,16,0.0,10,0.0,8,0.0,-1,1,15,-1
18540,185,7,0,0,7,0.25644,5,0.53022,2,0.18622,10,0.0093333,0,0,0,0,7,0.0,17,1.0,4,0.0,5,0.0,18,-1,-1,5,7,0.164,12,0.836,5,0.0,14,0.0,13,17,17,-1,7,0.0,13,0.79467,8,0.204,1,0.0,5,14,1,12,7,0.87644,4,0.12356,14,0.0,11,0.0,13,-1,17,15,7,0.69467,11,0.0,17,0.0,8,0.0,7,4,3,10
18540,185,8,0,0,8,0.36622,2,0.60933,11,0.0,16,0.0,0,0,0,0,8,0.6,16,0.38356,18,0.0,15,0.0,8,2,10,14,8,0.24356,14,0.74756,1,0.0,18,0.0,8,15,12,18,8,0.0,7,0.43511,13,0.43022,1,0.0,12,5,1,14,8,0.0,10,1.0,16,0.0,6,0.0,15,1,-1,-1,8,0.0,7,1.0,11,0.0,17,0.0,7,4,3,10
18540,185,9,0,0,9,0.59644,16,0.324,17,0.0,1,0.0,0,0,0,0,9,0.0,10,0.73422,18,0.22,17,0.0,9,10,13,16,9,0.0,16,1.0,13,0.0,3,0.0,15,10,12,6,9,0.34044,15,0.50711,6,0.124,12,0.0,11,16,3,5,9,0.124,14,0.31867,17,0.29822,2,0.14133,7,7,11,15,9,0.0,2,1.0,4,0.0,12,0.0,2,-1,-1,12
18540,185,10,0,0,10,0.62844,7,0.22978,2,0.035111,5,0.0,0,0,0,0,10,0.54889,6,0.12133,4,0.0,2,0.0,10,18,6,-1,10,0.24756,9,0.69422,18,0.0,17,0.0,10,9,13,16,10,0.0,15,0.69067,5,0.16,11,0.10622,-1,12,16,9,10,0.67422,8,0.29111,16,0.0,6,0.0,15,-1,1,-1,10,0.0,3,1.0,13,0.0,18,0.0,10,3,8,1
18540,185,11,0,0,11,0.0,16,0.77867,2,0.204,8,0.0,0,0,0,0,11,0.0,10,0.13422,5,0.0,15,0.0,9,12,-1,16,11,0.073333,13,0.56711,5,0.324,2,0.0,16,5,-1,9,11,0.0,15,0.70711,18,0.27467,1,0.0,-1,1,1,13,11,0.0,4,1.0,14,0.0,7,0.0,-1,17,15,13,11,0.0,17,0.71822,8,0.264,7,0.0,3,10,4,7
18540,185,12,0,0,12,0.66667,6,0.204,13,0.0,18,0.0,0,0,0,0,12,0.0,13,0.732,1,0.212,3,0.0,12,18,1,3,12,0.0,5,1.0,7,0.0,14,0.0,17,17,13,-1,12,0.11822,9,0.47422,15,0.248,6,0.097778,16,11,5,3,12,0.61956,17,0.31867,5,0.025778,3,0.0,-1,2,-1,-1,12,0.0,2,1.0,4,0.0,9,0.0,12,2,-1,-1
18540,185,13,0,0,13,0.31467,18,0.65111,12,0.0,6,0.0,0,0,0,0,13,0.0,12,1.0,3,0.0,1,0.0,12,3,1,18,13,0.0,16,0.65422,3,0.32756,9,0.0,15,6,10,12,13,0.0,5,1.0,2,0.0,11,0.0,5,9,-1,16,13,0.0,8,0.85111,7,0.14,1,0.0,14,12,1,5,13,0.0,3,0.99289,18,0.0,10,0.0,3,8,1,10
18540,185,14,0,0,14,0.25867,4,0.55644,3,0.16844,6,0.0,0,0,0,0,14,0.0,15,1.0,6,0.0,3,0.0,0,10,4,-1,14,0.45911,18,0.40356,8,0.0,1,0.0,15,18,8,12,14,0.0,7,0.768,5,0.21556,12,0.0,17,17,13,-1,14,0.10267,17,0.65556,9,0.12622,2,0.0,7,15,7,11,14,0.10667,11,0.58489,4,0.24622,7,0.0,15,-1,17,13
18540,185,15,0,0,15,0.27022,14,0.71333,6,0.0,3,0.0,0,0,0,0,15,0.0,16,0.46933,8,0.14044,18,0.0,8,2,10,14,15,0.0,11,0.52178,10,0.20311,5,0.0,16,9,12,-1,15,0.13244,12,0.664,6,0.079556,9,0.0,5,11,3,16,15,0.0,16,0.48889,4,0.23822,1,0.17556,13,4,8,12,15,0.23333,1,0.66044,11,0.0,18,0.0,1,-1,13,1
18540,185,16,0,0,16,0.0,1,0.50622,17,0.28089,9,0.0,0,0,0,0,16,0.0,8,1.0,11,0.0,2,0.0,0,0,1,6,16,0.0,15,0.74667,8,0.14533,18,0.0,14,2,10,8,16,0.0,13,0.84889,9,0.0,3,0.0,12,10,6,15,16,0.23067,1,0.53511,15,0.10667,4,0.074667,8,13,12,4,16,0.0,6,1.0,10,0.0,8,0.0,-1,1,15,-1
18540,185,17,0,0,17,0.048889,16,0.72933,9,0.0,1,0.0,0,0,0,0,17,0.0,18,0.62,9,0.24711,10,0.10622,13,9,10,16,17,0.0,7,0.752,4,0.22,5,0.0,5,-1,18,-1,17,0.0,2,0.89911,9,0.083111,14,0.0,11,15,7,7,17,0.0,3,0.60444,5,0.23644,12,0.0,-1,-1,2,-1,17,0.0,8,0.50667,11,0.0,7,0.0,10,4,3,7
18540,185,18,0,0,18,0.0,13,1.0,12,0.0,6,0.0,0,0,0,0,18,0.0,10,0.52356,17,0.28178,9,0.16933,10,16,9,13,18,0.80933,15,0.16444,16,0.0,8,0.0,10,14,8,2,18,0.0,1,1.0,14,0.0,8,0.0,18,12,15,8,18,0.0,1,1.0,11,0.0,15,0.0,1,13,-1,1,18,0.33733,3,0.37778,13,0.19956,10,0.0,3,1,8,10
18541,185,1,0,0,1,1.0,9,0.0,17,0.0,16,0.0,0,0,0,0,1,0.0,3,0.89689,12,0.084889,13,0.0,1,3,12,18,1,0.0,8,0.77111,14,0.17467,18,0.0,8,15,3,18,1,1.0,4,0.0,16,0.0,15,0.0,8,4,13,15,1,0.0,11,0.74311,18,0.148,15,0.0,1,1,13,16,1,0.94444,13,0.0026667,7,0.0,8,0.0,11,5,12,14
18541,185,2,0,0,2,0.0,7,0.49333,10,0.41556,5,0.0,0,0,0,0,2,0.0,4,0.80311,6,0.14978,10,0.0,6,6,-1,10,2,0.0,11,0.99111,8,0.0,16,0.0,0,0,17,4,2,0.10578,9,0.87689,14,0.0,17,0.0,6,11,14,7,2,1.0,5,0.0,11,0.0,13,0.0,9,5,10,3,2,0.28311,4,0.59556,9,0.0,12,0.0,2,14,14,17
18541,185,3,0,0,3,0.61556,6,0.30444,14,0.0,4,0.0,0,0,0,0,3,0.13022,1,0.70844,12,0.116,13,0.0,3,1,12,18,3,0.0,6,1.0,14,0.0,15,0.0,6,14,0,1,3,0.0,9,0.576,13,0.344,16,0.0,10,12,6,15,3,1.0,17,0.0,12,0.0,5,0.0,9,2,9,11,3,0.0,13,0.84489,18,0.082667,10,0.0,3,8,15,10
18541,185,4,0,0,4,0.0,6,1.0,14,0.0,3,0.0,0,0,0,0,4,0.48044,2,0.51067,6,0.0,10,0.0,-1,6,6,10,4,0.784,7,0.0026667,17,0.0,5,0.0,2,-1,9,5,4,1.0,16,0.0,15,0.0,1,0.0,4,13,15,8,4,0.0,14,0.95333,11,0.0,7,0.0,4,17,18,13,4,0.0,2,0.90933,9,0.0,12,0.0,2,14,14,17
18541,185,5,0,0,5,1.0,10,0.0,7,0.0,2,0.0,0,0,0,0,5,0.16889,17,0.78711,4,0.0,7,0.0,5,9,2,-1,5,0.70444,7,0.23156,12,0.0,14,0.0,5,17,13,18,5,1.0,10,0.0,15,0.0,11,0.0,5,17,16,16,5,0.0,11,0.62889,13,0.23911,2,0.10533,5,10,3,9,5,0.0,12,0.76933,3,0.069778,17,0.0,9,9,2,11
18541,185,6,1,0,6,0.0,4,0.64933,3,0.28978,14,0.0,0,0,0,0,6,0.63022,18,0.29689,12,0.0,13,0.0,4,0,0,0,6,0.78,10,0.20222,4,0.0,2,0.0,6,6,10,-1,6,0.0,15,0.63911,3,0.352,14,0.0,6,0,1,14,6,0.85511,12,0.064,9,0.0,15,0.0,15,7,16,-1,6,0.0,8,0.90444,10,0.015556,16,0.0,6,7,-1,-1
18541,185,7,0,0,7,0.39511,2,0.37067,5,0.16356,10,0.0,0,0,0,0,7,0.0,5,0.78844,17,0.11689,4,0.0,5,9,2,-1,7,0.0,12,0.73067,5,0.21556,14,0.0,13,17,5,18,7,0.012,13,0.91689,1,0.0,8,0.0,5,12,11,14,7,1.0,4,0.0,14,0.0,11,0.0,13,4,17,18,7,0.69156,11,0.24711,17,0.0,8,0.0,7,4,5,16
18541,185,8,0,0,8,0.25289,2,0.64178,11,0.0,16,0.0,0,0,0,0,8,0.76667,16,0.16089,18,0.0,15,0.0,8,2,17,14,8,0.0,14,1.0,1,0.0,18,0.0,8,15,3,18,8,0.032444,7,0.91467,1,0.0,13,0.0,12,14,11,5,8,0.0,16,0.912,10,0.015111,6,0.0,-1,-1,6,7,8,0.0,11,1.0,17,0.0,7,0.0,4,5,7,16
18541,185,9,0,0,9,0.64933,16,0.28667,17,0.0,1,0.0,0,0,0,0,9,0.0,10,0.75422,18,0.19067,17,0.0,9,10,13,16,9,0.0,16,0.83867,3,0.13378,13,0.0,15,6,10,12,9,0.13956,6,0.81689,12,0.0,15,0.0,15,16,7,-1,9,0.0,14,1.0,2,0.0,17,0.0,14,6,11,7,9,0.41333,12,0.30267,2,0.12933,4,0.0,14,17,2,14
18541,185,10,1,0,10,0.68356,2,0.17156,5,0.11911,7,0.0,0,0,0,0,10,0.80889,4,0.14489,2,0.0,6,0.0,10,6,-1,6,10,0.0,17,0.50222,9,0.42489,18,0.0,10,16,9,13,10,0.0,5,0.45333,15,0.36089,11,0.00044444,5,16,16,17,10,1.0,16,0.0,6,0.0,8,0.0,-1,-1,6,7,10,0.37911,3,0.43467,13,0.0,18,0.0,10,3,8,15
18541,185,11,0,0,11,0.0,16,0.52622,2,0.39333,8,0.0,0,0,0,0,11,0.0,10,1.0,5,0.0,15,0.0,17,5,16,16,11,0.0,13,0.85289,5,0.049333,2,0.0,3,5,9,10,11,0.0,18,0.88756,1,0.095111,15,0.0,1,1,13,16,11,0.0,4,0.62,7,0.30889,14,0.0,4,13,17,18,11,0.0,17,1.0,7,0.0,8,0.0,5,4,7,16
18541,185,12,0,0,12,0.75733,6,0.18889,13,0.0,18,0.0,0,0,0,0,12,0.0,13,0.84889,1,0.13333,3,0.0,12,18,1,3,12,0.0,7,0.51289,14,0.42578,5,0.0,5,18,17,13,12,0.0,9,0.73022,15,0.20489,6,0.0,16,-1,15,7,12,0.0,17,0.96044,5,0.0,3,0.0,2,9,11,9,12,1.0,2,0.0,4,0.0,9,0.0,17,2,14,14
18541,185,13,0,0,13,0.116,18,0.80267,12,0.0,6,0.0,0,0,0,0,13,0.0,12,1.0,3,0.0,1,0.0,12,3,1,18,13,0.0,3,0.83067,9,0.13244,16,0.0,6,10,12,15,13,0.0,5,0.99778,2,0.0,11,0.0,5,9,10,3,13,0.0,8,1.0,1,0.0,7,0.0,14,11,12,5,13,0.20267,10,0.57644,3,0.0,18,0.0,10,8,3,15
18541,185,14,0,0,14,0.71156,4,0.22533,6,0.0,3,0.0,0,0,0,0,14,0.21956,15,0.70756,6,0.0,3,0.0,14,0,6,1,14,0.022667,18,0.72267,8,0.0,1,0.0,18,15,8,3,14,0.84311,12,0.084,7,0.0,5,0.0,18,13,5,17,14,0.13067,17,0.576,9,0.064444,2,0.0,14,7,6,11,14,0.0,11,0.79556,4,0.034222,7,0.0,18,4,17,13
18541,185,15,0,0,15,0.0,14,0.85111,6,0.083111,3,0.0,0,0,0,0,15,0.0,16,1.0,18,0.0,8,0.0,8,17,2,14,15,0.0,11,0.36489,5,0.30756,10,0.26267,16,5,17,16,15,0.90222,6,0.0,9,0.0,12,0.0,15,-1,16,7,15,0.0,16,0.78667,1,0.15022,4,0.0,15,13,8,4,15,0.172,1,0.61511,11,0.0,18,0.0,1,16,13,1
18541,185,16,0,0,16,0.0,17,0.73378,1,0.25733,9,0.0,0,0,0,0,16,0.0,8,0.95333,11,0.0,2,0.0,0,0,17,4,16,0.0,15,0.83333,8,0.12978,18,0.0,14,2,17,8,16,0.0,13,1.0,9,0.0,3,0.0,12,10,6,15,16,0.39111,15,0.42311,4,0.057333,1,0.0,15,13,4,8,16,0.0,6,0.71822,8,0.12089,10,0.0,6,7,-1,-1
18541,185,17,0,0,17,0.16978,16,0.74978,9,0.0,1,0.0,0,0,0,0,17,0.0,9,0.52578,18,0.47422,10,0.0,9,13,16,10,17,0.0,7,0.99778,4,0.0,5,0.0,-1,2,9,5,17,0.0,2,1.0,9,0.0,14,0.0,11,6,14,7,17,0.14756,5,0.83467,12,0.0,3,0.0,11,2,9,9,17,0.041778,8,0.77956,7,0.080444,11,0.0,16,7,5,4
18541,185,18,0,0,18,0.0,13,0.99955,12,0.0,6,0.0,0,0,0,0,18,0.0,17,0.58533,10,0.37778,9,0.0,16,10,13,9,18,0.96578,15,0.017333,16,0.0,8,0.0,17,14,8,2,18,0.0,1,0.66444,8,0.23067,14,0.096,18,3,8,15,18,0.0,15,1.0,1,0.0,11,0.0,16,1,13,1,18,0.70622,3,0.21333,13,0.0,10,0.0,15,3,8,10
18542,185,1,0,0,1,0.0,9,0.20356,17,0.15067,16,0.057333,0,0,0,0,1,0.014667,13,0.62,3,0.25111,12,0.0,12,3,-1,-1,1,0.0,18,0.68133,14,0.10756,8,0.0,18,3,18,13,1,0.0,4,0.0,16,0.0,15,0.0,-1,-1,-1,18,1,0.0,11,0.0,15,0.0,18,0.0,-1,-1,-1,-1,1,0.0,7,0.0,8,0.0,13,0.0,-1,-1,-1,-1
18542,185,2,0,0,2,0.50311,10,0.47956,5,0.0,7,0.0,0,0,0,0,2,0.42533,4,0.30089,6,0.0,10,0.0,2,14,12,10,2,0.0,11,0.0,8,0.0,16,0.0,0,0,-1,-1,2,0.0,9,0.0,14,0.0,17,0.0,-1,-1,-1,-1,2,0.0,5,0.0,11,0.0,13,0.0,-1,-1,-1,-1,2,0.0,4,0.0,9,0.0,12,0.0,-1,-1,-1,-1
18542,185,3,0,0,3,0.69111,4,0.17378,14,0.097778,6,0.0,0,0,0,0,3,0.088,13,0.27378,1,0.23956,12,0.088444,3,12,-1,-1,3,0.38044,15,0.23289,6,0.21244,14,0.0,-1,0,2,14,3,0.0,9,0.0,13,0.0,16,0.0,17,-1,-1,-1,3,0.0,17,0.0,12,0.0,5,0.0,-1,-1,-1,-1,3,0.0,13,0.0,18,0.0,10,0.0,-1,-1,-1,-1
18542,185,4,0,0,4,0.31067,14,0.68044,6,0.0,3,0.0,0,0,0,0,4,0.0,6,0.20311,2,0.13067,10,0.0,12,2,14,10,4,0.0,17,0.0,5,0.0,7,0.0,-1,17,-1,-1,4,0.0,16,0.0,15,0.0,1,0.0,-1,-1,-1,18,4,0.0,14,0.0,11,0.0,7,0.0,-1,-1,-1,-1,4,0.0,2,0.0,9,0.0,12,0.0,-1,-1,-1,-1
18542,185,5,1,0,5,0.34578,10,0.23778,2,0.20356,7,0.0,0,0,0,0,5,0.0,4,0.0,17,0.0,7,0.0,-1,17,-1,-1,5,0.0,7,0.0,12,0.0,14,0.0,-1,-1,-1,18,5,0.0,10,0.08,15,0.0,11,0.0,-1,-1,-1,-1,5,0.0,2,0.18489,11,0.15956,13,0.0,-1,-1,-1,-1,5,0.0,17,0.0,12,0.0,3,0.0,-1,-1,-1,-1
18542,185,6,0,0,6,0.45156,3,0.34578,4,0.18489,14,0.0,0,0,0,0,6,0.28311,12,0.572,13,0.11911,18,0.0,0,-1,0,0,6,0.11511,2,0.53733,4,0.091111,10,0.0,2,12,14,10,6,0.0,3,0.35022,14,0.18578,15,0.096889,-1,14,0,2,6,0.0,9,0.0,12,0.0,15,0.0,-1,-1,-1,-1,6,0.0,16,0.0,10,0.0,8,0.0,-1,-1,-1,-1
18542,185,7,0,0,7,0.15911,10,0.4,5,0.24844,2,0.16578,0,0,0,0,7,0.0,4,0.0,17,0.0,5,0.0,-1,17,-1,-1,7,0.22,12,0.15111,5,0.13289,14,0.0,-1,-1,-1,18,7,0.0,1,0.0,8,0.0,13,0.0,-1,-1,-1,-1,7,0.0,4,0.0,14,0.0,11,0.0,-1,-1,-1,-1,7,0.0,11,0.0,17,0.0,8,0.0,-1,-1,-1,-1
18542,185,8,0,0,8,0.0,11,0.0,16,0.0,2,0.0,0,0,0,0,8,0.47378,18,0.51733,16,0.0,15,0.0,-1,-1,-1,3,8,0.35422,18,0.20756,1,0.15911,14,0.13244,18,18,13,3,8,0.0,1,0.0,7,0.0,13,0.0,-1,-1,-1,-1,8,0.0,16,0.0,6,0.0,10,0.0,-1,-1,-1,-1,8,0.0,11,0.0,17,0.0,7,0.0,-1,-1,-1,-1
18542,185,9,0,0,9,0.42444,16,0.48933,1,0.024,17,0.0,0,0,0,0,9,0.0,17,0.84044,18,0.0,10,0.0,-1,-1,-1,-1,9,0.0,16,0.054667,13,0.0,3,0.0,-1,17,-1,-1,9,0.0,6,0.0,12,0.0,15,0.0,-1,-1,-1,-1,9,0.0,14,0.0,2,0.0,17,0.0,-1,-1,-1,-1,9,0.0,2,0.0,4,0.0,12,0.0,-1,-1,-1,-1
18542,185,10,0,0,10,0.54044,7,0.23911,5,0.070667,2,0.034222,0,0,0,0,10,0.0,2,0.16533,4,0.0,6,0.0,10,2,14,12,10,0.14178,17,0.40622,9,0.24933,18,0.17689,-1,-1,-1,-1,10,0.0,5,0.0,15,0.0,11,0.0,-1,-1,-1,-1,10,0.0,16,0.0,6,0.0,8,0.0,-1,-1,-1,-1,10,0.0,13,0.0,3,0.0,18,0.0,-1,-1,-1,-1
18542,185,11,0,0,11,0.19556,8,0.34622,16,0.22444,2,0.20311,0,0,0,0,11,0.0,5,0.0,10,0.0,15,0.0,-1,-1,-1,-1,11,0.13333,5,0.20267,13,0.168,2,0.0,-1,-1,-1,-1,11,0.0,1,0.0,15,0.0,18,0.0,-1,-1,-1,-1,11,0.0,4,0.0,14,0.0,7,0.0,-1,-1,-1,-1,11,0.0,17,0.0,7,0.0,8,0.0,-1,-1,-1,-1
18542,185,12,0,0,12,0.25778,18,0.35467,6,0.22578,13,0.14578,0,0,0,0,12,0.44356,3,0.16844,13,0.14089,1,0.080444,12,-1,3,-1,12,0.0,7,0.0,5,0.0,14,0.0,-1,-1,-1,18,12,0.0,6,0.0,9,0.0,15,0.0,-1,-1,-1,-1,12,0.0,17,0.0,5,0.0,3,0.0,-1,-1,-1,-1,12,0.0,2,0.0,4,0.0,9,0.0,-1,-1,-1,-1
18542,185,13,0,0,13,0.204,12,0.66267,6,0.0,18,0.0,0,0,0,0,13,0.0,1,0.23511,12,0.0,3,0.0,-1,-1,3,12,13,0.0,9,0.0,3,0.0,16,0.0,17,-1,-1,-1,13,0.0,2,0.0,5,0.0,11,0.0,-1,-1,-1,-1,13,0.0,1,0.0,7,0.0,8,0.0,-1,-1,-1,-1,13,0.0,3,0.0,18,0.0,10,0.0,-1,-1,-1,-1
18542,185,14,0,0,14,0.55111,4,0.43111,6,0.0,3,0.0,0,0,0,0,14,0.0,3,0.53733,6,0.0,15,0.0,14,-1,2,0,14,0.10978,18,0.89022,8,0.0,1,0.0,18,3,18,13,14,0.0,7,0.0,5,0.0,12,0.0,-1,-1,-1,18,14,0.0,9,0.0,2,0.0,17,0.0,-1,-1,-1,-1,14,0.0,4,0.0,11,0.0,7,0.0,-1,-1,-1,-1
18542,185,15,0,0,15,0.0,3,0.65689,6,0.0,14,0.0,0,0,0,0,15,0.13244,8,0.37289,16,0.22133,18,0.16667,-1,-1,-1,3,15,0.0,5,0.0,10,0.0,11,0.0,-1,-1,-1,-1,15,0.0,6,0.0,9,0.0,12,0.0,-1,-1,-1,-1,15,0.0,4,0.0,16,0.0,1,0.0,-1,-1,-1,18,15,0.0,1,0.0,11,0.0,18,0.0,-1,-1,-1,-1
18542,185,16,0,0,16,0.0,9,0.40711,1,0.00088889,17,0.0,0,0,0,0,16,0.0,11,0.0,8,0.0,2,0.0,0,0,-1,-1,16,0.0,8,0.37867,18,0.25911,15,0.0,-1,-1,-1,3,16,0.0,9,0.0,13,0.0,3,0.0,17,-1,-1,-1,16,0.0,4,0.0,15,0.0,1,0.0,-1,-1,-1,18,16,0.0,6,0.0,10,0.0,8,0.0,-1,-1,-1,-1
18542,185,17,0,0,17,0.36311,16,0.36933,1,0.15289,9,0.0,0,0,0,0,17,0.64578,10,0.23022,18,0.0,9,0.0,-1,-1,-1,-1,17,0.0,4,0.0,5,0.0,7,0.0,17,-1,-1,-1,17,0.0,9,0.0,14,0.0,2,0.0,-1,-1,-1,-1,17,0.0,12,0.0,5,0.0,3,0.0,-1,-1,-1,-1,17,0.0,11,0.0,7,0.0,8,0.0,-1,-1,-1,-1
18542,185,18,0,0,18,0.0,6,0.30133,12,0.16578,13,0.072444,0,0,0,0,18,0.27511,10,0.39956,9,0.13244,17,0.016,-1,-1,-1,-1,18,0.51689,8,0.39867,16,0.0,15,0.0,-1,-1,-1,3,18,0.27289,14,0.23911,8,0.19378,1,0.17733,18,18,3,13,18,0.0,1,0.0,11,0.0,15,0.0,-1,-1,-1,-1,18,0.0,13,0.0,3,0.0,10,0.0,-1,-1,-1,-1
18543,185,1,0,0,1,0.61867,9,0.13422,17,0.0,16,0.0,0,0,0,0,1,0.22178,3,0.32044,13,0.19778,12,0.15467,1,-1,-1,13,1,0.0,18,0.30444,8,0.188,14,0.0,18,16,-1,-1,1,0.0,4,0.0,16,0.0,15,0.0,5,-1,-1,-1,1,0.0,11,0.0,15,0.0,18,0.0,1,-1,-1,-1,1,0.0,7,0.0,8,0.0,13,0.0,-1,-1,18,-1
18543,185,2,0,0,2,0.21867,10,0.78133,5,0.0,7,0.0,0,0,0,0,2,0.0,10,0.63822,4,0.3,6,0.0,10,-1,10,-1,2,0.48933,16,0.50178,11,0.0,8,0.0,-1,10,0,0,2,0.0,9,0.0,14,0.0,17,0.0,-1,12,16,4,2,0.0,5,0.0,11,0.0,13,0.0,-1,-1,-1,13,2,0.0,4,0.0,9,0.0,12,0.0,-1,-1,-1,-1
